Offshore_f,50.3
Offshore_g,36
Onshore,25
PV_g,8
PV_c,15
river,14.85
lake,11.375
nuc,115
OCGT,16.5
CCGT-CCS,
PHS,7.5
PHS_n,7.5
Battery1,8.925
battery4,21
hydrogen,20
SC,3
