"hour","offshore_f","offshore_g","onshore","pv_g","pv_c","river","lake","biogas1","biogas2","ocgt","ccgt","nuc","h2_ccgt","phs","battery1","battery4","electrolysis","hydrogen","SC","demand","ElecStr1","ElecStr4","Pump","hydrogen","elec_market","gas_market1","gas_market2","h2_market","OK"
"0",0.00,25.95,61.40,0.00,0.00,3.60,0.00,0.00,0.00,0.00,0.00,3.31,0.00,3.28,0.00,12.16,24.40,0.00,0.00,77.18,0.00,0.00,0.00,-19.84,10.56,204.54,144.89,94.13,"OK"
"1",0.00,26.40,63.35,0.00,0.00,3.36,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,12.16,24.40,0.00,0.00,73.64,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,94.13,"OK"
"2",0.00,26.40,64.56,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.69,24.40,0.00,0.00,68.34,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,94.13,"OK"
"3",0.00,26.20,64.99,0.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.96,24.40,0.00,0.00,66.02,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,94.13,"OK"
"4",0.00,25.56,64.65,0.00,0.00,2.95,0.00,0.00,0.00,0.00,0.00,2.76,0.00,0.00,0.00,0.17,24.40,0.00,0.00,63.55,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,94.13,"OK"
"5",0.00,24.97,64.95,0.00,0.00,2.89,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,0.00,0.00,24.40,0.00,0.00,61.35,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,94.13,"OK"
"6",0.00,24.62,65.15,0.00,0.00,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,59.67,0.00,0.00,-0.38,-19.84,8.55,204.54,144.89,94.13,"OK"
"7",0.00,24.25,65.32,0.40,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,24.40,0.00,0.00,60.21,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,94.13,"OK"
"8",0.00,24.18,64.62,6.05,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,62.73,0.00,-2.18,0.00,-19.84,8.55,204.54,144.89,94.13,"OK"
"9",0.00,23.88,61.70,15.67,0.00,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,66.18,0.00,-5.29,0.00,-19.84,8.55,204.54,144.89,94.13,"OK"
"10",0.00,23.60,60.40,24.16,0.00,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,69.09,0.00,-9.41,0.00,-19.84,8.55,204.54,144.89,94.13,"OK"
"11",0.00,23.72,61.94,27.65,0.00,2.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,71.22,0.00,-8.79,-3.68,-19.84,8.55,204.54,144.89,94.13,"OK"
"12",0.00,23.98,62.23,26.69,0.00,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,73.90,0.00,-9.48,0.00,-19.84,8.55,204.54,144.89,94.13,"OK"
"13",0.00,24.27,62.02,20.68,0.00,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,74.86,0.00,-2.63,0.00,-19.84,8.55,204.54,144.89,94.13,"OK"
"14",0.00,24.56,61.35,12.22,0.00,2.80,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,21.97,0.00,0.00,74.96,0.00,0.00,0.00,-17.40,68.80,204.54,144.89,94.13,"OK"
"15",0.00,24.87,62.64,3.50,0.00,2.69,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,17.59,0.00,0.00,73.55,0.00,0.00,0.00,-13.03,68.80,204.54,144.89,94.13,"OK"
"16",0.00,25.13,63.65,0.00,0.00,2.65,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,17.44,0.00,0.00,71.49,0.00,0.00,0.00,-12.87,68.80,204.54,144.89,94.13,"OK"
"17",0.00,25.23,63.71,0.00,0.00,2.62,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,16.07,0.00,0.00,73.43,0.00,0.00,0.00,-11.51,68.80,204.54,144.89,94.13,"OK"
"18",0.00,25.08,62.74,0.00,0.00,2.97,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,11.29,0.00,0.00,79.03,0.00,0.00,0.00,-6.73,68.80,204.54,144.89,94.13,"OK"
"19",0.00,24.63,61.31,0.00,0.00,3.51,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,6.49,0.00,0.00,84.11,0.00,0.00,0.00,-1.93,68.80,204.54,144.89,94.13,"OK"
"20",0.00,24.14,58.94,0.00,0.00,3.72,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,3.71,0.86,0.00,85.16,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"21",0.00,23.46,56.89,0.00,0.00,3.68,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,3.59,0.97,0.00,82.55,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"22",0.00,22.56,55.25,0.00,0.00,3.68,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.29,0.27,0.00,79.08,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"23",0.00,21.48,52.89,0.00,0.00,3.59,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,2.75,1.81,0.00,77.61,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"24",0.00,20.63,50.78,0.00,0.00,3.25,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.93,3.64,0.00,76.73,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"25",0.00,19.95,49.46,0.00,0.00,2.71,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,1.78,2.78,0.00,73.05,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"26",0.00,19.26,48.23,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,3.73,0.84,0.00,68.16,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"27",0.00,18.71,47.00,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,3.28,1.29,0.00,66.81,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"28",0.00,18.01,46.77,0.00,0.00,2.15,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,3.05,1.52,0.00,66.17,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"29",0.00,17.01,45.62,0.00,0.00,2.17,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,1.56,3.01,0.00,66.04,0.00,0.00,0.00,0.00,70.98,204.54,144.89,97.04,"OK"
"30",0.00,15.62,43.02,0.00,0.00,2.23,0.00,0.00,4.77,0.00,2.72,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,66.90,0.00,0.00,0.00,0.00,144.89,204.54,144.89,97.04,"OK"
"31",0.00,13.98,39.86,1.04,0.00,2.33,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.99,0.00,4.57,0.00,70.37,0.00,0.00,0.00,0.00,169.46,204.54,144.89,97.04,"OK"
"32",0.00,12.12,34.84,10.25,0.00,2.50,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,2.81,0.00,4.57,0.00,74.68,0.00,0.00,0.00,0.00,169.46,204.54,144.89,97.04,"OK"
"33",0.00,9.46,28.98,21.60,0.00,2.88,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,3.58,0.00,4.57,0.00,78.67,0.00,0.00,0.00,0.00,169.46,204.54,144.89,97.04,"OK"
"34",0.00,6.79,26.87,33.66,0.00,3.22,0.00,0.00,12.10,0.00,6.89,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,80.75,0.00,0.00,0.00,0.00,144.89,204.54,144.89,97.04,"OK"
"35",0.00,5.01,27.37,41.00,0.00,3.44,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,81.99,0.00,-7.01,0.00,0.00,144.89,204.54,144.89,97.04,"OK"
"36",0.00,3.94,27.59,42.33,0.00,3.73,0.00,0.00,7.50,0.00,4.28,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,83.56,0.00,-1.62,0.00,0.00,144.89,204.54,144.89,97.04,"OK"
"37",0.00,3.69,27.90,36.80,0.00,3.64,0.00,0.00,15.55,0.00,8.86,3.31,1.34,0.00,0.00,0.00,0.00,6.92,0.00,85.55,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"38",0.00,3.80,27.48,26.32,0.00,3.31,1.09,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,86.40,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"39",0.00,4.11,29.34,8.89,0.00,2.97,7.67,0.00,15.55,0.00,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,84.61,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"40",0.00,4.13,31.01,0.04,0.00,3.07,12.86,0.00,15.55,0.00,8.86,3.31,12.24,6.61,0.00,0.00,0.00,26.04,0.00,82.13,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"41",0.00,3.66,29.66,0.00,0.00,3.38,10.99,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,12.16,0.00,26.04,0.00,84.27,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"42",0.00,2.98,26.48,0.00,0.00,3.78,0.00,40.29,15.55,16.12,8.86,3.31,12.24,7.20,0.00,9.28,0.00,26.04,0.00,90.26,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"43",0.00,2.40,23.06,0.00,0.00,4.13,12.86,20.78,15.55,8.31,8.86,3.31,12.24,7.20,0.00,12.16,0.00,26.04,0.00,94.54,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"44",0.00,2.04,20.15,0.00,0.00,4.06,12.86,55.68,15.55,22.27,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,92.99,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"45",0.00,1.68,18.22,0.00,0.00,3.82,0.00,62.40,15.55,24.96,8.86,3.31,12.24,7.20,0.00,9.29,0.00,26.04,0.00,89.58,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"46",0.00,1.32,17.02,0.00,0.00,3.68,12.86,40.10,15.55,16.04,8.86,3.31,12.24,7.20,0.00,3.33,0.00,26.04,0.00,85.85,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"47",0.00,1.13,16.71,0.00,0.00,3.62,12.86,45.84,15.55,18.34,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,84.26,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"48",0.00,1.10,16.87,0.00,0.00,3.44,12.86,43.37,15.55,17.35,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,83.23,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"49",0.00,1.15,16.95,0.00,0.00,3.36,12.86,34.75,15.55,13.90,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,79.83,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"50",0.00,1.35,16.75,0.00,0.00,3.04,12.86,22.89,15.55,9.15,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,74.76,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"51",0.00,1.92,16.66,0.00,0.00,2.84,12.86,17.87,15.55,7.15,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,73.04,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"52",0.00,2.42,16.94,0.00,0.00,2.54,12.86,14.19,15.55,5.67,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,72.05,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"53",0.00,2.34,17.12,0.00,0.00,2.40,12.86,14.77,15.55,5.91,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,72.24,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"54",0.00,2.28,17.11,0.00,0.00,2.36,12.86,21.00,15.55,8.40,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,74.62,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"55",0.00,2.54,17.37,1.90,0.00,2.40,12.86,27.80,15.55,11.12,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,79.80,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"56",0.00,2.89,16.82,15.27,0.00,2.71,12.86,20.63,15.55,8.25,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,83.21,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"57",0.00,3.21,15.93,30.00,0.00,3.02,8.95,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,85.53,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"58",0.00,3.54,16.57,40.70,0.00,3.40,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,86.40,0.00,-2.21,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"59",0.00,4.26,17.48,46.34,0.00,3.56,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,86.60,0.00,-9.46,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"60",0.00,5.13,18.44,45.96,0.00,3.52,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,87.06,0.00,-10.41,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"61",0.00,5.75,19.05,39.41,0.00,3.55,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,88.80,0.00,-3.38,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"62",0.00,6.53,19.48,26.28,0.00,3.17,0.00,23.43,15.55,9.37,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,89.24,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"63",0.00,8.04,21.79,8.91,0.00,2.85,12.86,8.54,15.55,3.41,8.86,3.31,12.24,0.00,0.00,5.43,0.00,26.04,0.00,87.70,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"64",0.00,9.49,24.10,0.05,0.00,2.60,12.86,29.69,15.55,11.88,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,85.39,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"65",0.00,10.33,25.05,0.00,0.00,2.86,12.86,30.57,15.55,12.23,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,87.74,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"66",0.00,10.74,25.77,0.00,0.00,3.24,12.86,43.35,15.55,17.34,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,94.35,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"67",0.00,10.80,26.27,0.00,0.00,3.86,12.86,19.12,15.55,7.65,8.86,3.31,12.24,0.00,0.00,12.16,0.00,26.04,0.00,98.00,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"68",0.00,10.53,26.32,0.00,0.00,3.77,12.86,45.20,15.55,18.08,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,95.97,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"69",0.00,9.53,26.27,0.00,0.00,3.49,12.86,38.80,15.55,15.52,8.86,3.31,12.24,0.14,0.00,0.00,0.00,26.04,0.00,92.21,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"70",0.00,8.35,25.94,0.00,0.00,3.52,12.86,32.71,15.55,13.09,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,88.16,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"71",0.00,7.55,25.42,0.00,0.00,3.61,12.86,31.34,15.55,12.54,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,86.39,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"72",0.00,7.53,24.13,0.00,0.00,3.33,12.86,10.57,15.55,4.23,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,83.68,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"73",0.00,8.31,23.00,0.00,0.00,3.18,12.86,21.00,15.55,8.40,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,80.16,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"74",0.00,9.47,22.14,0.00,0.00,2.97,12.86,8.04,15.55,3.22,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,75.07,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"75",0.00,11.17,22.00,0.00,0.00,2.75,12.86,1.41,15.55,0.57,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,73.75,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"76",0.00,12.84,23.37,0.00,0.00,2.61,9.61,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,72.84,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"77",0.00,14.29,25.71,0.00,0.00,2.63,0.00,14.88,15.55,5.95,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,72.99,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"78",0.00,15.67,28.19,0.00,0.00,2.68,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,4.17,0.00,26.04,0.00,75.13,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"79",0.00,16.71,31.13,1.89,0.00,2.80,2.96,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,79.90,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"80",0.00,17.45,32.48,13.75,0.00,3.01,0.00,0.00,15.55,0.00,8.86,3.31,4.35,0.00,0.00,0.00,0.00,12.20,0.00,83.21,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"81",0.00,17.02,31.18,26.94,0.00,3.18,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,85.48,0.00,-5.01,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"82",0.00,16.29,31.23,36.21,0.00,3.41,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,86.36,0.00,-12.16,-0.79,0.00,165.67,204.54,144.89,97.04,"OK"
"83",0.00,16.19,31.25,40.41,0.00,3.73,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,86.65,0.00,-12.16,-4.94,0.00,165.67,204.54,144.89,97.04,"OK"
"84",0.00,16.61,30.65,39.43,0.00,3.89,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,86.78,0.00,-12.16,-3.81,0.00,165.67,204.54,144.89,97.04,"OK"
"85",0.00,17.26,30.33,33.67,0.00,3.92,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,88.57,0.00,-8.78,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"86",0.00,17.71,29.97,23.00,0.00,3.72,0.00,0.00,15.55,0.00,8.86,3.31,2.36,0.00,0.00,0.00,0.00,8.71,0.00,88.94,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"87",0.00,18.72,36.05,7.99,0.00,3.64,0.00,0.00,15.55,0.00,8.86,3.31,8.76,0.00,0.00,0.00,0.00,19.94,0.00,87.33,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"88",0.00,20.00,46.44,0.01,0.00,3.56,0.00,0.00,15.55,0.00,8.86,3.31,3.09,0.00,0.00,0.00,0.00,9.99,0.00,85.28,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"89",0.00,20.49,50.66,0.00,0.00,3.69,0.00,0.00,15.55,0.00,8.86,3.31,0.62,0.00,0.00,0.00,0.00,5.65,0.00,87.63,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"90",0.00,20.49,50.62,0.00,0.00,4.04,0.00,0.00,15.55,0.00,8.86,3.31,6.86,0.00,0.00,0.00,0.00,16.61,0.00,94.19,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"91",0.00,19.98,47.55,0.00,0.00,4.39,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,1.41,0.00,26.04,0.00,97.75,0.00,0.00,0.00,0.00,199.13,204.54,144.89,97.04,"OK"
"92",0.00,19.41,44.19,0.00,0.00,4.35,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,3.55,0.00,26.04,0.00,95.92,0.00,0.00,0.00,0.00,199.13,204.54,144.89,97.04,"OK"
"93",0.00,18.56,39.17,0.00,0.00,4.20,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,5.84,0.00,26.04,0.00,92.18,0.00,0.00,0.00,0.00,199.13,204.54,144.89,97.04,"OK"
"94",0.00,17.72,35.04,0.00,0.00,4.14,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,6.48,0.00,26.04,0.00,87.79,0.00,0.00,0.00,0.00,199.13,204.54,144.89,97.04,"OK"
"95",0.00,16.87,32.28,0.00,0.00,4.23,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,7.69,0.00,26.04,0.00,85.49,0.00,0.00,0.00,0.00,199.13,204.54,144.89,97.04,"OK"
"96",0.00,15.94,31.75,0.00,0.00,4.23,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,7.31,0.00,26.04,0.00,83.65,0.00,0.00,0.00,0.00,199.13,204.54,144.89,97.04,"OK"
"97",0.00,15.41,32.05,0.00,0.00,4.08,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,4.24,0.00,26.04,0.00,80.20,0.00,0.00,0.00,0.00,199.13,204.54,144.89,97.04,"OK"
"98",0.00,15.23,33.36,0.00,0.00,3.92,0.00,0.00,15.55,0.00,8.86,3.31,10.77,0.00,0.00,0.00,0.00,23.46,0.00,75.45,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"99",0.00,15.18,33.26,0.00,0.00,3.90,0.00,0.00,15.55,0.00,8.86,3.31,9.30,0.00,0.00,0.00,0.00,20.89,0.00,73.81,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"100",0.00,15.33,33.86,0.00,0.00,3.79,0.00,0.00,15.55,0.00,8.86,3.31,7.59,0.00,0.00,0.00,0.00,17.88,0.00,72.75,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"101",0.00,15.49,33.91,0.00,0.00,3.77,0.00,0.00,15.55,0.00,8.86,3.31,7.18,0.00,0.00,0.00,0.00,17.16,0.00,72.52,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"102",0.00,15.69,33.86,0.00,0.00,3.81,0.00,0.00,15.55,0.00,8.86,3.31,8.07,0.00,0.00,0.00,0.00,18.72,0.00,73.59,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"103",0.00,16.08,33.74,1.21,0.00,4.08,0.00,0.00,15.55,0.00,8.86,3.31,10.44,0.00,0.00,0.00,0.00,22.89,0.00,77.72,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"104",0.00,16.30,32.32,11.16,0.00,4.43,0.00,0.00,15.55,0.00,8.86,3.31,4.88,0.00,0.00,0.00,0.00,13.12,0.00,81.26,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"105",0.00,15.60,30.88,22.84,0.00,4.48,0.00,0.00,15.55,0.00,8.86,3.31,8.86,0.00,0.00,0.00,0.00,20.11,0.00,83.91,0.00,-10.94,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"106",0.00,14.28,30.97,31.98,0.00,4.56,0.00,0.00,15.55,0.00,8.86,3.31,3.08,0.00,0.00,0.00,0.00,9.98,0.00,84.90,0.00,-12.16,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"107",0.00,12.55,29.69,37.33,0.00,4.57,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,85.06,0.00,-11.24,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"108",0.00,10.68,26.61,36.03,0.00,4.73,0.00,0.00,15.55,0.00,8.86,3.31,7.05,0.00,0.00,0.00,0.00,16.93,0.00,85.10,0.00,-12.16,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"109",0.00,9.79,23.57,29.58,0.00,4.52,0.00,0.00,15.55,0.00,8.86,3.31,6.83,0.00,0.00,0.00,0.00,16.55,0.00,86.47,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"110",0.00,9.72,21.51,19.09,0.00,4.44,7.78,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,86.94,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"111",0.00,10.80,25.23,6.81,0.00,4.31,0.00,24.22,15.55,9.69,8.86,3.31,12.24,3.92,0.00,0.00,0.00,26.04,0.00,85.17,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"112",0.00,12.81,31.87,0.08,0.00,4.28,9.72,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,83.18,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"113",0.00,14.68,34.50,0.00,0.00,4.28,4.76,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,3.12,0.00,26.04,0.00,85.75,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"114",0.00,15.94,34.49,0.00,0.00,4.69,12.17,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,91.70,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
