"hour","offshore_f","offshore_g","onshore","pv_g","pv_c","river","lake","biogas1","biogas2","ocgt","ccgt","nuc","h2_ccgt","phs","battery1","battery4","electrolysis","hydrogen","SC","demand","ElecStr1","ElecStr4","Pump","hydrogen","elec_market","gas_market1","gas_market2","h2_market","OK"
"3481",0.00,19.27,39.77,0.00,0.00,3.63,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,0.00,17.99,0.00,0.00,49.19,0.00,0.00,0.00,-13.43,16.54,204.54,144.89,24.45,"OK"
"3482",0.00,19.23,40.18,0.00,0.00,3.36,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,2.58,24.40,0.00,0.00,43.32,0.00,0.00,0.00,-19.84,16.54,204.54,144.89,24.45,"OK"
"3483",0.00,19.97,43.12,0.00,0.00,3.24,0.00,0.00,0.00,0.00,0.00,0.02,0.00,7.20,0.00,0.00,24.40,0.00,0.00,41.01,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3484",0.00,20.71,47.00,0.32,0.00,3.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.00,24.40,0.00,0.00,40.12,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3485",0.00,20.98,48.20,4.44,0.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,40.14,0.00,0.00,-4.26,-19.84,8.10,204.54,144.89,24.45,"OK"
"3486",0.00,21.01,51.80,15.81,0.00,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,40.79,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3487",0.00,22.79,59.49,30.35,0.00,3.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,43.75,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3488",0.00,24.01,68.06,44.46,0.00,4.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,48.01,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3489",0.00,24.54,73.18,55.44,0.00,4.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,51.19,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3490",0.00,25.04,76.92,64.66,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,53.63,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3491",0.00,25.26,79.53,67.47,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,56.48,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3492",0.00,25.32,80.91,67.01,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,60.81,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3493",0.00,25.47,82.24,62.72,0.00,4.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,63.30,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3494",0.00,25.52,83.55,53.99,0.00,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,66.25,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3495",0.00,25.17,83.41,41.24,0.00,3.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,66.20,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3496",0.00,24.41,81.19,26.45,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,64.37,0.00,-5.41,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3497",0.00,23.50,77.00,11.51,0.00,4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,61.66,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3498",0.00,22.85,71.75,3.19,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,60.18,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3499",0.00,22.46,69.50,0.10,0.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,61.99,0.00,0.00,-1.93,-19.84,8.10,204.54,144.89,24.45,"OK"
"3500",0.00,22.10,66.33,0.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.51,0.00,0.00,24.40,0.00,0.00,63.84,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3501",0.00,21.09,60.74,0.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.87,24.40,0.00,0.00,61.59,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3502",0.00,19.87,55.34,0.00,0.00,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.91,24.40,0.00,0.00,58.91,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3503",0.00,19.38,50.99,0.00,0.00,4.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,7.65,24.40,0.00,0.00,57.06,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3504",0.00,19.06,48.31,0.00,0.00,4.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,6.03,24.40,0.00,0.00,52.10,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3505",0.00,18.53,45.92,0.00,0.00,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,3.98,24.40,0.00,0.00,46.86,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3506",0.00,17.85,43.69,0.00,0.00,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.00,5.16,24.40,0.00,0.00,41.12,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3507",0.00,17.92,41.49,0.00,0.00,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,1.24,24.40,0.00,0.00,39.00,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3508",0.00,18.00,39.39,0.40,0.00,3.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,1.81,24.40,0.00,0.00,37.80,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3509",0.00,16.99,34.63,4.43,0.00,3.50,0.00,0.00,0.00,0.00,0.00,2.58,0.00,7.20,0.00,0.56,24.40,0.00,0.00,37.35,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3510",0.00,16.37,39.95,17.11,0.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,35.98,0.00,-2.32,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3511",0.00,17.32,46.50,33.89,0.00,3.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,37.89,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3512",0.00,17.94,48.92,49.01,0.00,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,41.87,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3513",0.00,18.31,51.53,60.71,0.00,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,45.37,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3514",0.00,19.17,55.11,67.97,0.00,3.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,48.71,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3515",0.00,20.11,59.17,70.90,0.00,3.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,52.67,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3516",0.00,20.88,62.55,69.82,0.00,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,57.72,0.00,-2.84,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3517",0.00,21.62,65.17,65.17,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,60.21,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3518",0.00,22.23,67.14,56.71,0.00,3.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,62.75,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3519",0.00,22.74,67.87,44.32,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,63.47,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3520",0.00,22.86,65.87,28.71,0.00,3.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,61.96,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3521",0.00,22.61,60.20,12.13,0.00,3.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,59.63,0.00,-0.25,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3522",0.00,22.28,57.76,2.93,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,24.40,0.00,0.00,57.45,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3523",0.00,22.01,61.13,0.10,0.00,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.75,0.00,0.00,24.40,0.00,0.00,59.59,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3524",0.00,21.79,62.93,0.00,0.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,24.40,0.00,0.00,62.26,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3525",0.00,21.74,63.52,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,24.40,0.00,0.00,60.59,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3526",0.00,21.57,62.43,0.00,0.00,4.38,0.00,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,24.40,0.00,0.00,57.48,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3527",0.00,21.07,59.55,0.00,0.00,4.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.13,24.40,0.00,0.00,55.58,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3528",0.00,20.18,56.73,0.00,0.00,4.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.55,0.00,0.00,24.40,0.00,0.00,52.02,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3529",0.00,18.93,51.55,0.00,0.00,3.78,0.00,0.00,0.00,0.00,0.00,1.84,0.00,3.64,0.00,0.00,24.40,0.00,0.00,47.20,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3530",0.00,18.02,47.47,0.00,0.00,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.00,24.40,0.00,0.00,41.41,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3531",0.00,16.94,44.65,0.00,0.00,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.55,0.00,1.60,24.40,0.00,0.00,39.45,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3532",0.00,15.59,39.82,0.46,0.00,3.22,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,12.16,24.40,0.00,0.00,39.10,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3533",0.00,13.87,32.63,4.54,0.00,3.22,0.00,0.00,0.00,0.00,0.00,3.31,0.00,3.48,0.00,12.16,24.40,0.00,0.00,40.68,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3534",0.00,13.11,32.35,16.99,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,4.37,24.40,0.00,0.00,44.79,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3535",0.00,12.67,32.89,33.50,0.00,3.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,24.40,0.00,0.00,50.46,0.00,0.00,0.00,-19.84,10.00,204.54,144.89,24.45,"OK"
"3536",0.00,12.50,33.99,48.17,0.00,3.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,54.62,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3537",0.00,12.22,35.87,58.82,0.00,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,57.79,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3538",0.00,12.06,37.96,65.37,0.00,4.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,59.82,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3539",0.00,12.22,39.58,68.06,0.00,4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,61.30,0.00,-6.77,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3540",0.00,11.96,40.03,66.73,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,63.61,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3541",0.00,11.54,39.12,62.08,0.00,3.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,67.04,0.00,-10.80,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3542",0.00,11.57,37.23,53.82,0.00,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,70.20,0.00,0.00,-3.64,-19.84,8.10,204.54,144.89,24.45,"OK"
"3543",0.00,11.60,34.73,41.60,0.00,3.51,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,18.27,0.00,0.00,70.39,0.00,0.00,0.00,-13.70,16.54,204.54,144.89,24.45,"OK"
"3544",0.00,11.03,31.73,26.54,0.00,3.44,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,5.70,0.00,0.00,68.44,0.00,0.00,0.00,-1.14,16.54,204.54,144.89,24.45,"OK"
"3545",0.00,10.17,27.39,11.36,0.00,3.50,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,2.99,0.00,4.57,0.00,65.93,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3546",0.00,10.41,23.81,2.92,0.00,3.74,12.86,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,2.21,0.00,4.57,0.00,66.45,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3547",0.00,11.34,24.25,0.08,0.00,4.03,12.86,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,6.73,0.00,4.57,0.00,69.80,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3548",0.00,11.43,24.66,0.00,0.00,4.22,7.38,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,10.62,0.00,4.57,0.00,68.82,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3549",0.00,12.09,24.09,0.00,0.00,4.22,3.11,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,12.16,0.00,4.57,0.00,66.19,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3550",0.00,13.07,23.15,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,11.50,0.00,4.57,0.00,62.56,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3551",0.00,13.94,22.92,0.00,0.00,4.27,8.51,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,0.00,0.00,4.57,0.00,60.15,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3552",0.00,14.11,22.04,0.00,0.00,4.08,5.88,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,0.00,0.00,4.57,0.00,56.62,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3553",0.00,13.54,20.58,0.00,0.00,3.58,4.09,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,0.00,0.00,4.57,0.00,52.31,0.00,0.00,0.00,0.00,44.23,204.54,144.89,25.21,"OK"
"3554",0.00,13.68,20.56,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,0.00,1.23,3.33,0.00,46.43,0.00,0.00,0.00,0.00,17.11,204.54,144.89,25.21,"OK"
"3555",0.00,14.74,21.47,0.00,0.00,3.29,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,0.00,4.11,0.46,0.00,44.54,0.00,0.00,0.00,0.00,17.11,204.54,144.89,25.21,"OK"
"3556",0.00,15.78,22.59,0.34,0.00,3.22,0.00,0.00,0.00,0.00,0.00,3.31,0.00,4.48,0.00,0.00,4.57,0.00,0.00,43.63,0.00,0.00,0.00,0.00,16.54,204.54,144.89,24.45,"OK"
"3557",0.00,15.94,21.90,3.90,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.31,0.00,1.54,0.00,0.00,4.57,0.00,0.00,43.82,0.00,0.00,0.00,0.00,16.54,204.54,144.89,24.45,"OK"
"3558",0.00,15.84,25.99,14.51,0.00,3.35,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,12.25,0.00,0.00,46.67,0.00,0.00,0.00,-7.68,16.54,204.54,144.89,24.45,"OK"
"3559",0.00,15.98,31.48,28.08,0.00,3.61,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,22.81,0.00,0.00,52.04,0.00,0.00,0.00,-18.25,16.54,204.54,144.89,24.45,"OK"
"3560",0.00,16.95,36.76,41.37,0.00,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,56.01,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3561",0.00,18.09,42.94,52.61,0.00,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,58.94,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3562",0.00,19.10,49.86,59.53,0.00,4.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,60.75,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3563",0.00,19.80,56.05,64.56,0.00,4.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,61.93,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3564",0.00,20.82,61.02,64.96,0.00,4.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,64.15,0.00,-5.41,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3565",0.00,21.96,64.94,61.19,0.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,67.54,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3566",0.00,22.85,68.14,53.74,0.00,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,70.83,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3567",0.00,23.27,69.82,42.38,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,71.04,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3568",0.00,23.26,69.22,27.47,0.00,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,69.08,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3569",0.00,22.91,64.61,12.39,0.00,3.62,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,24.40,0.00,0.00,66.47,0.00,0.00,-6.20,-19.84,10.00,204.54,144.89,24.45,"OK"
"3570",0.00,22.10,57.22,3.14,0.00,3.67,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,17.03,0.00,0.00,66.74,0.00,0.00,0.00,-12.46,16.54,204.54,144.89,24.45,"OK"
"3571",0.00,21.20,51.66,0.13,0.00,3.95,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,7.70,0.00,0.00,69.98,0.00,0.00,0.00,-3.14,16.54,204.54,144.89,24.45,"OK"
"3572",0.00,20.86,48.50,0.00,0.00,3.96,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,12.16,14.63,0.00,0.00,69.29,0.00,0.00,0.00,-10.06,16.54,204.54,144.89,24.45,"OK"
"3573",0.00,20.73,47.24,0.00,0.00,4.10,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,12.16,21.05,0.00,0.00,66.68,0.00,0.00,0.00,-16.48,16.54,204.54,144.89,24.45,"OK"
"3574",0.00,21.18,47.75,0.00,0.00,4.26,0.00,0.00,0.00,0.00,0.00,3.31,0.00,5.84,0.00,12.16,23.42,0.00,0.00,63.27,0.00,0.00,0.00,-18.86,16.54,204.54,144.89,24.45,"OK"
"3575",0.00,21.37,49.01,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,9.73,20.09,0.00,0.00,60.93,0.00,0.00,0.00,-15.52,16.54,204.54,144.89,24.45,"OK"
"3576",0.00,21.06,49.10,0.00,0.00,4.06,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,15.91,0.00,0.00,56.32,0.00,0.00,0.00,-11.34,16.54,204.54,144.89,24.45,"OK"
"3577",0.00,20.27,47.14,0.00,0.00,3.82,0.00,0.00,0.00,0.00,0.00,3.31,0.00,7.20,0.00,0.00,22.12,0.00,0.00,52.24,0.00,0.00,0.00,-17.55,16.54,204.54,144.89,24.45,"OK"
"3578",0.00,19.47,44.26,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,18.13,0.00,0.00,46.37,0.00,0.00,0.00,-13.56,16.54,204.54,144.89,24.45,"OK"
"3579",0.00,18.66,43.45,0.00,0.00,3.39,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,18.31,0.00,0.00,44.41,0.00,0.00,0.00,-13.74,16.54,204.54,144.89,24.45,"OK"
"3580",0.00,17.65,41.75,0.43,0.00,3.35,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,17.24,0.00,0.00,43.51,0.00,0.00,0.00,-12.67,16.54,204.54,144.89,24.45,"OK"
"3581",0.00,16.60,42.81,4.36,0.00,3.35,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,20.06,0.00,0.00,43.69,0.00,0.00,0.00,-15.49,16.54,204.54,144.89,24.45,"OK"
"3582",0.00,16.53,52.47,17.33,0.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,46.56,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3583",0.00,16.13,54.59,34.71,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,51.94,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3584",0.00,14.94,54.13,51.26,0.00,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,55.93,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3585",0.00,12.87,52.44,64.42,0.00,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,58.86,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3586",0.00,11.07,51.07,72.26,0.00,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,60.77,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3587",0.00,10.39,50.81,75.28,0.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,62.06,0.00,0.00,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3588",0.00,11.03,51.83,74.26,0.00,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,64.30,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3589",0.00,12.66,53.76,68.99,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,67.77,0.00,-4.63,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3590",0.00,14.55,56.20,59.34,0.00,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,71.00,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3591",0.00,15.97,58.32,45.92,0.00,3.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,70.86,0.00,-12.16,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
"3592",0.00,16.85,58.80,29.44,0.00,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.40,0.00,0.00,68.84,0.00,-0.78,-6.20,-19.84,0.00,204.54,144.89,24.45,"OK"
