scenEPR,scenCO2,scenH2,tech,generation,H2gene
3900,500,250,Ngas,0,80.775
3900,0,350,Ngas,110.3144,50
3900,100,350,Ngas,9.4377,50
3900,200,350,Ngas,1.9148,51.55
3900,300,350,Ngas,0.2793,64.2
3900,400,350,Ngas,0,73.35
3900,500,350,Ngas,0,77.25
3900,0,450,Ngas,119.2094,50
3900,100,450,Ngas,9.5916,50
3900,200,450,Ngas,1.9724,51.6
3900,300,450,Ngas,0.5871,53.275
3900,400,450,Ngas,0,63.3
3900,500,450,Ngas,0,71.275
3900,0,550,Ngas,128.4436,50
3900,100,550,Ngas,9.814,50
3900,200,550,Ngas,2.0773,50
3900,300,550,Ngas,0.5928,51.625
3900,400,550,Ngas,0,51.6
3900,500,550,Ngas,0,59.425
3900,0,650,Ngas,150.3551,50
3900,100,650,Ngas,10.0352,50
3900,200,650,Ngas,2.0813,50
3900,300,650,Ngas,0.5757,51.65
3900,400,650,Ngas,0,51.625
3900,500,650,Ngas,0,51.625
4800,0,150,Ngas,103.3944,50
4800,100,150,Ngas,9.8344,64.675
4800,200,150,Ngas,1.3893,72.05
4800,300,150,Ngas,0.285,73.975
4800,400,150,Ngas,0,85.375
4800,500,150,Ngas,0,86.375
4800,0,250,Ngas,101.5884,50
4800,100,250,Ngas,9.2963,50
4800,200,250,Ngas,1.6783,63.7
4800,300,250,Ngas,0.3819,66.05
4800,400,250,Ngas,0,77.425
4800,500,250,Ngas,0,84.075
4800,0,350,Ngas,100.8194,50
4800,100,350,Ngas,9.3767,50
4800,200,350,Ngas,1.9148,51.55
4800,300,350,Ngas,0.4845,57.6
4800,400,350,Ngas,0,64.625
4800,500,350,Ngas,0,75.525
4800,0,450,Ngas,119.2094,50
4800,100,450,Ngas,9.5147,50
4800,200,450,Ngas,1.9724,51.6
4800,300,450,Ngas,0.6669,51.575
4800,400,450,Ngas,0,53
4800,500,450,Ngas,0,63.575
4800,0,550,Ngas,124.3867,50
4800,100,550,Ngas,9.9525,50
4800,200,550,Ngas,2.0773,50
4800,300,550,Ngas,0.6669,51.575
4800,400,550,Ngas,0,51.575
4800,500,550,Ngas,0,56.9
4800,0,650,Ngas,148.9273,50
4800,100,650,Ngas,9.9252,50
4800,200,650,Ngas,2.0813,50
4800,300,650,Ngas,0.6669,51.575
4800,400,650,Ngas,0,51.6
4800,500,650,Ngas,0,51.7
3000,0,150,Ngas+CCS,0,50
3000,100,150,Ngas+CCS,24.126501,51.95
3000,200,150,Ngas+CCS,17.935465,63.8
3000,300,150,Ngas+CCS,7.896099,67.175
3000,400,150,Ngas+CCS,5.966316,68.9
3000,500,150,Ngas+CCS,0.269664,61.1
3000,0,250,Ngas+CCS,0,50
3000,100,250,Ngas+CCS,23.075935,50
3000,200,250,Ngas+CCS,20.710757,51.05
3000,300,250,Ngas+CCS,8.123628,60.775
3000,400,250,Ngas+CCS,6.030923,62.775
3000,500,250,Ngas+CCS,1.617984,59.3
3000,0,350,Ngas+CCS,0,50
3000,100,350,Ngas+CCS,21.168624,50
3000,200,350,Ngas+CCS,19.865248,51.05
3000,300,350,Ngas+CCS,10.182625,51.075
3000,400,350,Ngas+CCS,5.491595,59.825
3000,500,350,Ngas+CCS,3.17417,59.75
3000,0,450,Ngas+CCS,0,50
3000,100,450,Ngas+CCS,18.868053,50
3000,200,450,Ngas+CCS,19.01693,50
3000,300,450,Ngas+CCS,9.137677,51.075
3000,400,450,Ngas+CCS,6.862387,53.2
3000,500,450,Ngas+CCS,4.179792,59.275
3000,0,550,Ngas+CCS,0,50
3000,100,550,Ngas+CCS,17.132091,50
3000,200,550,Ngas+CCS,18.011308,50
3000,300,550,Ngas+CCS,8.556214,51.125
3000,400,550,Ngas+CCS,7.151714,51.3
3000,500,550,Ngas+CCS,5.567438,51.95
3000,0,650,Ngas+CCS,0,50
3000,100,650,Ngas+CCS,15.882086,50
3000,200,650,Ngas+CCS,17.151754,50
3000,300,650,Ngas+CCS,8.042167,51.2
3000,400,650,Ngas+CCS,6.68542,51.375
3000,500,650,Ngas+CCS,4.896087,51.6
3900,0,150,Ngas+CCS,0,50
3900,100,150,Ngas+CCS,30.938326,64.675
3900,200,150,Ngas+CCS,30.148997,72.05
3900,300,150,Ngas+CCS,14.879273,80.45
3900,400,150,Ngas+CCS,10.387682,84.925
3900,500,150,Ngas+CCS,7.887672,85.175
3900,0,250,Ngas+CCS,0,50
3900,100,250,Ngas+CCS,36.99453,50
3900,200,250,Ngas+CCS,31.727655,63.725
3900,300,250,Ngas+CCS,16.311863,72.075
3900,400,250,Ngas+CCS,9.980377,79.65
3900,500,250,Ngas+CCS,8.356775,80.775
3900,0,350,Ngas+CCS,0,50
3900,100,350,Ngas+CCS,35.238905,50
3900,200,350,Ngas+CCS,36.325988,51.55
3900,300,350,Ngas+CCS,17.83715,64.2
3900,400,350,Ngas+CCS,10.853976,73.35
3900,500,350,Ngas+CCS,8.022504,77.25
3900,0,450,Ngas+CCS,0,50
3900,100,450,Ngas+CCS,33.851259,50
3900,200,450,Ngas+CCS,34.643397,51.6
3900,300,450,Ngas+CCS,21.730424,53.275
3900,400,450,Ngas+CCS,13.162974,63.3
3900,500,450,Ngas+CCS,8.289359,71.275
3900,0,550,Ngas+CCS,0,50
3900,100,550,Ngas+CCS,32.233275,50
3900,200,550,Ngas+CCS,34.601262,50
3900,300,550,Ngas+CCS,20.185474,51.625
3900,400,550,Ngas+CCS,15.471972,51.6
3900,500,550,Ngas+CCS,9.570263,59.425
3900,0,650,Ngas+CCS,0,50
3900,100,650,Ngas+CCS,30.994506,50
3900,200,650,Ngas+CCS,34.452385,50
3900,300,650,Ngas+CCS,18.806255,51.65
3900,400,650,Ngas+CCS,14.205113,51.625
3900,500,650,Ngas+CCS,11.053415,51.625
4800,0,150,Ngas+CCS,0,50
4800,100,150,Ngas+CCS,30.901809,64.675
4800,200,150,Ngas+CCS,30.148997,72.05
4800,300,150,Ngas+CCS,22.028178,73.975
4800,400,150,Ngas+CCS,14.272529,85.375
4800,500,150,Ngas+CCS,13.297806,86.375
4800,0,250,Ngas+CCS,0,50
4800,100,250,Ngas+CCS,36.918687,50
4800,200,250,Ngas+CCS,31.766981,63.7
4800,300,250,Ngas+CCS,23.547847,66.05
4800,400,250,Ngas+CCS,16.519729,77.425
4800,500,250,Ngas+CCS,12.536567,84.075
4800,0,350,Ngas+CCS,0,50
4800,100,350,Ngas+CCS,35.261377,50
4800,200,350,Ngas+CCS,36.328797,51.55
4800,300,350,Ngas+CCS,25.258528,57.6
4800,400,350,Ngas+CCS,21.463569,64.625
4800,500,350,Ngas+CCS,12.52814,75.525
4800,0,450,Ngas+CCS,0,50
4800,100,450,Ngas+CCS,33.890585,50
4800,200,450,Ngas+CCS,34.643397,51.6
4800,300,450,Ngas+CCS,26.441117,51.575
4800,400,450,Ngas+CCS,26.297858,53
4800,500,450,Ngas+CCS,15.873659,63.575
4800,0,550,Ngas+CCS,0,50
4800,100,550,Ngas+CCS,32.171477,50
4800,200,550,Ngas+CCS,34.601262,50
4800,300,550,Ngas+CCS,26.441117,51.575
4800,400,550,Ngas+CCS,25.727631,51.575
4800,500,550,Ngas+CCS,17.570295,56.9
4800,0,650,Ngas+CCS,0,50
4800,100,650,Ngas+CCS,31.025405,50
4800,200,650,Ngas+CCS,34.455194,50
4800,300,650,Ngas+CCS,26.441117,51.575
4800,400,650,Ngas+CCS,24.019759,51.6
4800,500,650,Ngas+CCS,18.856817,51.7
3000,0,150,Nuclear,0.00,50
3000,100,150,Nuclear,92.45,51.95
3000,200,150,Nuclear,129.78,63.8
3000,300,150,Nuclear,133.92,67.175
3000,400,150,Nuclear,132.06,68.9
3000,500,150,Nuclear,160.41,61.1
3000,0,250,Nuclear,0.00,50
3000,100,250,Nuclear,94.67,50
3000,200,250,Nuclear,123.16,51.05
3000,300,250,Nuclear,136.67,60.775
3000,400,250,Nuclear,144.53,62.775
3000,500,250,Nuclear,162.97,59.3
3000,0,350,Nuclear,0.00,50
3000,100,350,Nuclear,98.62,50
3000,200,350,Nuclear,124.46,51.05
3000,300,350,Nuclear,131.83,51.075
3000,400,350,Nuclear,145.92,59.825
3000,500,350,Nuclear,155.07,59.75
3000,0,450,Nuclear,0.00,50
3000,100,450,Nuclear,107.25,50
3000,200,450,Nuclear,126.11,50
3000,300,450,Nuclear,133.58,51.075
3000,400,450,Nuclear,141.43,53.2
3000,500,450,Nuclear,150.15,59.275
3000,0,550,Nuclear,0.00,50
3000,100,550,Nuclear,112.79,50
3000,200,550,Nuclear,128.15,50
3000,300,550,Nuclear,133.94,51.125
3000,400,550,Nuclear,140.21,51.3
3000,500,550,Nuclear,146.29,51.95
3000,0,650,Nuclear,0.00,50
3000,100,650,Nuclear,116.89,50
3000,200,650,Nuclear,129.88,50
3000,300,650,Nuclear,134.78,51.2
3000,400,650,Nuclear,140.93,51.375
3000,500,650,Nuclear,147.67,51.6
3900,0,150,Nuclear,0.00,50
3900,100,150,Nuclear,0.00,64.675
3900,200,150,Nuclear,0.00,72.05
3900,300,150,Nuclear,20.49,80.45
3900,400,150,Nuclear,32.52,84.925
3900,500,150,Nuclear,40.38,85.175
3900,0,250,Nuclear,0.00,50
3900,100,250,Nuclear,0.00,50
3900,200,250,Nuclear,0.00,63.725
3900,300,250,Nuclear,19.01,72.075
3900,400,250,Nuclear,35.83,79.65
3900,500,250,Nuclear,40.81,80.775
3900,0,350,Nuclear,0.00,50
3900,100,350,Nuclear,0.00,50
3900,200,350,Nuclear,0.00,51.55
3900,300,350,Nuclear,17.80,64.2
3900,400,350,Nuclear,34.83,73.35
3900,500,350,Nuclear,42.41,77.25
3900,0,450,Nuclear,0.00,50
3900,100,450,Nuclear,0.00,50
3900,200,450,Nuclear,0.00,51.6
3900,300,450,Nuclear,13.35,53.275
3900,400,450,Nuclear,35.30,63.3
3900,500,450,Nuclear,47.63,71.275
3900,0,550,Nuclear,0.00,50
3900,100,550,Nuclear,0.00,50
3900,200,550,Nuclear,0.00,50
3900,300,550,Nuclear,21.98,51.625
3900,400,550,Nuclear,46.33,51.6
3900,500,550,Nuclear,65.85,59.425
3900,0,650,Nuclear,0.00,50
3900,100,650,Nuclear,0.00,50
3900,200,650,Nuclear,0.01,50
3900,300,650,Nuclear,25.83,51.65
3900,400,650,Nuclear,50.54,51.625
3900,500,650,Nuclear,72.29,51.625
4800,0,150,Nuclear,0.00,50
4800,100,150,Nuclear,0.00,64.675
4800,200,150,Nuclear,0.00,72.05
4800,300,150,Nuclear,0.00,73.975
4800,400,150,Nuclear,0.00,85.375
4800,500,150,Nuclear,0.00,86.375
4800,0,250,Nuclear,0.00,50
4800,100,250,Nuclear,0.00,50
4800,200,250,Nuclear,0.00,63.7
4800,300,250,Nuclear,0.00,66.05
4800,400,250,Nuclear,0.00,77.425
4800,500,250,Nuclear,0.00,84.075
4800,0,350,Nuclear,0.00,50
4800,100,350,Nuclear,0.00,50
4800,200,350,Nuclear,0.00,51.55
4800,300,350,Nuclear,0.00,57.6
4800,400,350,Nuclear,0.00,64.625
4800,500,350,Nuclear,16.52,75.525
4800,0,450,Nuclear,0.00,50
4800,100,450,Nuclear,0.00,50
4800,200,450,Nuclear,0.00,51.6
4800,300,450,Nuclear,0.00,51.575
4800,400,450,Nuclear,0.00,53
4800,500,450,Nuclear,23.58,63.575
4800,0,550,Nuclear,0.00,50
4800,100,550,Nuclear,0.00,50
4800,200,550,Nuclear,0.00,50
4800,300,550,Nuclear,0.00,51.575
4800,400,550,Nuclear,2.33,51.575
4800,500,550,Nuclear,21.11,56.9
4800,0,650,Nuclear,0.00,50
4800,100,650,Nuclear,0.00,50
4800,200,650,Nuclear,0.00,50
4800,300,650,Nuclear,0.00,51.575
4800,400,650,Nuclear,6.87,51.6
4800,500,650,Nuclear,19.40,51.7
